120.209503,30.245485
120.212093,30.244268
120.213349,30.248630
120.213677,30.248747
120.208435,30.244086
120.212847,30.248635
120.211158,30.241559
120.215918,30.246531
120.208361,30.244060
120.208599,30.243857
120.211560,30.241838
120.205139,30.241641
120.215701,30.250934
120.211513,30.242038
120.216509,30.247440
120.210304,30.241749
120.212867,30.251307
120.214439,30.252546
120.216153,30.251777
120.215035,30.252544
120.205984,30.239819
120.209590,30.237648
120.212690,30.251661
120.206153,30.240650
120.208451,30.243320
120.205648,30.240939
120.215206,30.252540
120.206751,30.241480
120.214548,30.254283
120.201308,30.247722
120.214560,30.253468
120.207916,30.238414
120.208015,30.238550
120.207809,30.241846
120.214031,30.254587
120.203787,30.259098
120.205016,30.259747
120.202981,30.255689
120.218708,30.251816
120.195875,30.243888
120.208717,30.260725
120.220221,30.251319
120.217739,30.242882
120.204016,30.260287
120.197476,30.247737
120.205740,30.230778
120.197520,30.250388
120.203751,30.259620
120.200094,30.236037
120.198474,30.259879
120.197520,30.250388
120.203751,30.259620
120.200094,30.236037
120.209692,30.236750
120.209884,30.264412
120.204091,30.259952
120.198474,30.259879
120.207494,30.259645
120.202679,30.260667
120.209641,30.263288
120.214640,30.247317
120.208077,30.264607
120.203696,30.260771
120.201622,30.234955
120.200258,30.231120
120.203505,30.263926
120.198892,30.260318
120.195111,30.232115
120.204373,30.265814
120.192312,30.230286
120.195312,30.229287
120.204919,30.258208
120.200300,30.227415
120.207588,30.243397
120.197025,30.248624
120.208351,30.243307
120.204065,30.265769
120.205032,30.260584
120.186774,30.255702
120.189685,30.229128
120.206935,30.266442
120.193492,30.228991
120.216662,30.255239
120.181108,30.257626
120.176249,30.240737
120.183315,30.259300
120.189626,30.230875
120.180292,30.250636
120.215470,30.212367
120.176097,30.258336
120.243180,30.242162
120.182130,30.260875
120.176922,30.244586
120.176182,30.250044
120.180161,30.244314
120.177568,30.242157
120.171067,30.244307
120.178437,30.258843
120.216432,30.211076
120.214307,30.254350
120.207213,30.210210
120.183248,30.259393
120.240548,30.237781
120.176182,30.250044
120.194625,30.275355
120.232647,30.266606
120.205042,30.212810
120.179889,30.264999
120.201904,30.211697
120.178771,30.261631
120.167976,30.249528
120.171045,30.239320
120.190369,30.256159
120.222175,30.214745
120.170044,30.255034
120.253304,30.233771
120.204667,30.278595
120.172380,30.253806
120.171047,30.239544
120.171658,30.242318
120.246956,30.241310
120.171111,30.244404
120.170406,30.248852
120.174725,30.231252
120.169662,30.260177
120.190369,30.256159
120.179889,30.264999
120.201904,30.211697
120.174645,30.240548
120.171047,30.239544
120.253304,30.233771
120.172380,30.253806
120.204667,30.278595
120.171658,30.242318
120.222175,30.214745
120.170406,30.248852
120.174725,30.231252
120.171111,30.244404
120.177171,30.264356
120.183545,30.260013
120.209026,30.206936
120.220882,30.215051
120.165864,30.250001
120.166669,30.247831
120.167881,30.246294
120.246956,30.241310
120.221705,30.208175
120.180054,30.268750
120.165792,30.246271
120.181452,30.225549
120.180992,30.262161
120.205966,30.279541
120.164901,30.243768
120.166653,30.244813
120.164380,30.253076
120.176346,30.252004
120.171049,30.239150
120.170660,30.241543
120.170797,30.244257
120.170044,30.255034
120.176034,30.234791
120.170818,30.254621
120.201615,30.207264
120.171226,30.256677
120.173095,30.257499
120.213055,30.251567
120.164669,30.246851
120.169291,30.259904
120.170480,30.234157
120.205025,30.209089
120.216297,30.211656
120.175363,30.240642
120.206369,30.275616
120.169689,30.239270
120.170673,30.246687
120.246485,30.238335
120.172239,30.254529
120.176196,30.251970
120.163542,30.255359
120.169291,30.247616
120.168798,30.227414
120.205505,30.211554
120.166151,30.243228
120.231054,30.268505
120.205463,30.279254
120.169450,30.257684
120.178409,30.215516
120.169704,30.260574
120.208719,30.208833
120.163512,30.243406
120.180823,30.271821
120.244378,30.230322
120.169924,30.255894
120.224056,30.209223
120.180258,30.271668
120.167860,30.246295
120.166755,30.242500
120.202728,30.208679
120.169801,30.256982
120.170550,30.234155
120.205787,30.278884
120.178179,30.214314
120.170838,30.243166
120.168461,30.247868
120.179924,30.267120
120.162608,30.254549
120.160025,30.246826
120.163461,30.250769
120.162929,30.259104
120.163352,30.251063
120.169590,30.256857
120.163260,30.254578
120.200463,30.287357
120.168323,30.265704
120.227355,30.210616
120.170489,30.270745
120.192814,30.285868
120.238557,30.229706
120.177221,30.217998
120.168749,30.263172
120.223089,30.206955
120.168404,30.260736
120.165029,30.250165
120.165053,30.247512
120.179957,30.274139
120.169137,30.264165
120.205787,30.278884
120.178179,30.214314
120.169342,30.259263
120.164452,30.250873
120.168830,30.262817
120.168461,30.247868
120.214857,30.213408
120.167838,30.261219
120.166451,30.251719
120.208375,30.208294
120.164956,30.247631
120.180817,30.274111
120.160025,30.246826
120.205612,30.278940
120.200463,30.287357
120.185144,30.274555
120.223089,30.206955
120.227355,30.210616
120.162929,30.259104
120.208105,30.210948
120.192814,30.285868
120.162608,30.254549
120.163461,30.250769
120.177221,30.217998
120.168749,30.263172
120.165053,30.247512
120.214587,30.213743
120.164803,30.249762
120.214960,30.258875
